"Druid","Title","Collection"
"pg513gw3637","Adobe, #1","Douglas Menuez photography collection, circa 1985-2008"
"pg537hp9327","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"pg567py0324","Adobe, 1991, Halloween","Douglas Menuez photography collection, circa 1985-2008"
"pg767jr7616","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"pg808fr7103","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"pg829rt4657","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"pg847kr0836","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"pg867qc9997","Kleiner, Perkins Caulfield and Byers","Douglas Menuez photography collection, circa 1985-2008"
"ph100xh5401","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"ph127jy9501","Adobe 1989 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"ph194xc9507","Adobe, Annual #3","Douglas Menuez photography collection, circa 1985-2008"
"ph250ph0377","Kleiner, Perkins Caulfield and Byers, Bill Clinton","Douglas Menuez photography collection, circa 1985-2008"
"ph289mc8394","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"ph494pb8840","Adobe 1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"ph518kf0729","Adobe, Annual #3","Douglas Menuez photography collection, circa 1985-2008"
"ph590ng8228","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"ph617df3173","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"ph645bb9412","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"ph710py3375","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"ph837qk7922","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"ph977ty7237","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"pj027ts5908","Apple 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"pj066xk5288","Adobe 1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"pj104mv6255","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pj116tz6918","Adobe 1991 #2","Douglas Menuez photography collection, circa 1985-2008"
"pj195vd4003","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"pj237js7737","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"pj299bd8903","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"pj302jt0460","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"pj410mw3003","Kleiner Perkins 1992","Douglas Menuez photography collection, circa 1985-2008"
"pj435jn4474","Adobe 1994 Book 1","Douglas Menuez photography collection, circa 1985-2008"
"pj446mr9167","Farallon, 1989","Douglas Menuez photography collection, circa 1985-2008"
"pj513rw3452","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pj671np2711","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"pj691zs1512","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"pj716qh1616","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pj730zf2594","Farallon, #4","Douglas Menuez photography collection, circa 1985-2008"
"pj748rw0018","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"pj755zv0002","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"pj844rd7240","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"pj864bp3393","Silicon Valley Selects, 1986-1997, Tech Selects 5, Sun Microsystems, #1","Douglas Menuez photography collection, circa 1985-2008"
"pj930ms8116","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pj986kx6362","IBM 11/97","Douglas Menuez photography collection, circa 1985-2008"
"pj999wk2381","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"pk003mz5641","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pk013tm7112","Newton 1993 #2","Douglas Menuez photography collection, circa 1985-2008"
"pk069fk9166","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"pk081jj7514","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"pk099nq5892","IBM 12/97","Douglas Menuez photography collection, circa 1985-2008"
"pk121xg5764","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"pk296qj5763","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"pk307nm7252","Farallon 1989 Jan.-Nov","Douglas Menuez photography collection, circa 1985-2008"
"pk383wn9134","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pk421hf9583","Adobe 1990 #3","Douglas Menuez photography collection, circa 1985-2008"
"pk429gx2944","Newton 1993 #1","Douglas Menuez photography collection, circa 1985-2008"
"pk444xn4407","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pk447md0394","Newton 1993 #2","Douglas Menuez photography collection, circa 1985-2008"
"pk532fz4630","Adobe, Annual #3","Douglas Menuez photography collection, circa 1985-2008"
"pk550wx9417","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pk614rg7948","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"pk619mq3967","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"pk749gx6462","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"pk814tj1437","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"pk849fq3732","Kleiner, Perkins Caulfield and Byers, Bill Clinton","Douglas Menuez photography collection, circa 1985-2008"
"pk918hm0191","Farallon, 1989","Douglas Menuez photography collection, circa 1985-2008"
"pk920rp1536","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"pk940jh2035","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pk961xz5393","Kleiner Perkins 1996","Douglas Menuez photography collection, circa 1985-2008"
"pk978sx5447","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"pm007vx3337","Apple Blueprint","Douglas Menuez photography collection, circa 1985-2008"
"pm024pn4219","Farallon, #4","Douglas Menuez photography collection, circa 1985-2008"
"pm160sf0937","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"pm166nk7315","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"pm173tt4543","Adobe, 1991, Halloween","Douglas Menuez photography collection, circa 1985-2008"
"pm179mv5619","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"pm204xb1803","Adobe 1990 #1","Douglas Menuez photography collection, circa 1985-2008"
"pm273rx0251","Adobe Annual 1990-2","Douglas Menuez photography collection, circa 1985-2008"
"pm291kj2797","Adobe Annual 1990-2","Douglas Menuez photography collection, circa 1985-2008"
"pm335xh4386","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"pm354ck3870","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pm376mb7683","Silicon Valley Selects, 1986-1997, Tech Selects 7, Adobe/Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"pm451mq2941","Sun Microsystems, 1992, #2","Douglas Menuez photography collection, circa 1985-2008"
"pm462qk4136","Newton 1992 #4","Douglas Menuez photography collection, circa 1985-2008"
"pm524hp2881","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pm648zs1119","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"pm661hc2726","Adobe Annual 1990","Douglas Menuez photography collection, circa 1985-2008"
"pm820rp4160","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"pm826vg8782","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"pm828zn4759","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pm908ww0939","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"pm979xc5719","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"pn077nv0709","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"pn181th8415","Farallon B","Douglas Menuez photography collection, circa 1985-2008"
"pn246wt4442","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pn310pv7468","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"pn345gn4052","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"pn410bv8268","NeXT 1988","Douglas Menuez photography collection, circa 1985-2008"
"pn410gn2279","Sun Microsystems, 1992, #2, Computer Bike Outs","Douglas Menuez photography collection, circa 1985-2008"
"pn451tj4927","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"pn457tk7769","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pn477rj9946","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"pn607jx5853","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"pn685hf1245","Newton Launch Boston","Douglas Menuez photography collection, circa 1985-2008"
"pn701dy0803","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pn718ws5607","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"pn727wh2519","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pn746yb8334","Farallon A","Douglas Menuez photography collection, circa 1985-2008"
"pn802fc7033","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"pn940rk9146","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"pn973qq8659","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"pn980xh6521","Farallon, 1991/1992","Douglas Menuez photography collection, circa 1985-2008"
"pn986cs0113","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"pn989sf7519","Adobe, #1","Douglas Menuez photography collection, circa 1985-2008"
"pp090qr7779","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"pp096qx1819","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"pp120sv5062","Farallon, 1989","Douglas Menuez photography collection, circa 1985-2008"
"pp145hj6058","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pp164wg5393","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"pp174sr6736","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"pp263cm3675","Adobe, 1991, Halloween","Douglas Menuez photography collection, circa 1985-2008"
"pp279cb1841","Sun Microsystems, 1992, #2, Water Fight Outs","Douglas Menuez photography collection, circa 1985-2008"
"pp400py9132","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"pp467dz0962","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"pp568fb8744","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"pp614kz6932","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pp618ms2533","Adobe 1989 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"pp659tn5624","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"pp727zp0755","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"pp757br3776","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"pp759bs8150","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"pp805dk3669","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"pp839ck0464","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pp916hz5624","NeXT 1989","Douglas Menuez photography collection, circa 1985-2008"
"pp972fz7139","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"pq045zj8168","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pq073gg3499","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pq096df4779","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"pq113bg1247","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"pq120nr1534","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"pq133wr9674","Apple Blueprint #1","Douglas Menuez photography collection, circa 1985-2008"
"pq149th7882","Adobe 1990 #3","Douglas Menuez photography collection, circa 1985-2008"
"pq361hj6436","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"pq385bn3282","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"pq427vn6151","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"pq436gm0042","Kleiner Perkins 1992","Douglas Menuez photography collection, circa 1985-2008"
"pq573kw9478","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"pq642nc6672","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"pq649xx0319","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"pq650mp4718","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"pq663fp1843","Adobe Annual 1990","Douglas Menuez photography collection, circa 1985-2008"
"pq690dv3415","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"pq708yp8728","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"pq719hj9197","Kleiner Perkins 1996","Douglas Menuez photography collection, circa 1985-2008"
"pq727pp7933","Adobe, Annual #3","Douglas Menuez photography collection, circa 1985-2008"
"pq730fc1371","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"pq778hw1850","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"pq833bc1509","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"pq850sz6750","Apple Blueprint","Douglas Menuez photography collection, circa 1985-2008"
"pq890tv6361","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
