"filename","permalink","caption","ignore"
"xb957tt2933","https://purl.stanford.edu/xb957tt2933","Young actor, hand on chin posing infront of pagoda and flower pot background","2"
"xc032vb0463","https://purl.stanford.edu/xc032vb0463","Woman with ear coverings","2"
"xd874pw7035","https://purl.stanford.edu/xd874pw7035","Man in costume, budoir background","2"
"xf474np9959","https://purl.stanford.edu/xf474np9959","Person holding small fan, wearing glasses, next to flower pot","2"
"xf669ps4403","https://purl.stanford.edu/xf669ps4403","Portrait of actress Cheet Sing Mui in traditional Chinese theater costume (hand-colored photographic print, embellished with glitter)","1"
"xf875yh5306","https://purl.stanford.edu/xf875yh5306","""Pear Garden in the West"" - Two women revived from death supported by two men, one in Western dress","2"
"xh864pg6341","https://purl.stanford.edu/xh864pg6341","Costumed actor, long braid, standing with posed arms","2"
"xj127qw9836","https://purl.stanford.edu/xj127qw9836","Woman resting on bench","2"
"xj453yw6200","https://purl.stanford.edu/xj453yw6200","Tam Yuk-lan in bathing costume on bench","2"
"xj860qr8282","https://purl.stanford.edu/xj860qr8282","Stage scene--six men around a man in a basket","2"
"xn137sz3832","https://purl.stanford.edu/xn137sz3832","Stage scene-Clock and old man","2"
"xn722sx6527","https://purl.stanford.edu/xn722sx6527","Lady holding feather fan","2"
"xp410bj0020","https://purl.stanford.edu/xp410bj0020","Man, in hat, holding fan, indoor background","2"
"xq769xq7885","https://purl.stanford.edu/xq769xq7885","Standing actor with moustache","2"
"xv075bj6544","https://purl.stanford.edu/xv075bj6544","Actor, posed, feet apart, left hand up, holding object","2"
"xz783fy2157","https://purl.stanford.edu/xz783fy2157","Scrapbook page--Identification card certification statement","2"
"xz820rx4594","https://purl.stanford.edu/xz820rx4594","stage scene--fallen traitors and girls holding signs","2"
"yb286df1504","https://purl.stanford.edu/yb286df1504","Man in front of bridge backdrop","2"
"yc741jy6863","https://purl.stanford.edu/yc741jy6863","Portrait of an actor as a general in traditional Chinese theater costume (photographic print)","1"
"yd284rj5711","https://purl.stanford.edu/yd284rj5711","Standing actor with fan in left hand","2"
"yd493sp9878","https://purl.stanford.edu/yd493sp9878","Kwong Hong Fat dry goods--group photo at storefront","1"
"yf567hd2785","https://purl.stanford.edu/yf567hd2785","White wedding couple","1"
"yf786fz7541","https://purl.stanford.edu/yf786fz7541","ID card- 24125","2"
"yg459jg0094","https://purl.stanford.edu/yg459jg0094","Scrapbook page--People seated in auditorium","1"
"yj828pk0688","https://purl.stanford.edu/yj828pk0688","Standing actor with road backdrop","2"
"yj942xx2272","https://purl.stanford.edu/yj942xx2272","Actor, posing with in lunge,  left hand out in front of him","2"
"ym248my1575","https://purl.stanford.edu/ym248my1575","Stage scene-Woman stands among four demon attendants with skeleton backdrop","2"
"yn575fr4223","https://purl.stanford.edu/yn575fr4223","Young girl, hand on hip, lotus background","2"
"yn879ct6933","https://purl.stanford.edu/yn879ct6933","Standing actress-1930s glamour","2"
"yp451fm3438","https://purl.stanford.edu/yp451fm3438","5 inset photos--actresses","2"
"yr494fx8638","https://purl.stanford.edu/yr494fx8638","Dragon dance celebrating opening of Golden Gate Bridge","2"
"yr690dg1677","https://purl.stanford.edu/yr690dg1677","Italian wedding- group portrait","1"
"yt100kh6914","https://purl.stanford.edu/yt100kh6914","Lantern festival -- beauty queen float","2"
"yv774dx6006","https://purl.stanford.edu/yv774dx6006","Two young girls, one blurred, in front of cabinet","2"
"yv903rb4292","https://purl.stanford.edu/yv903rb4292","Woman wearing hat with hand on table","2"
"yw880vf7461","https://purl.stanford.edu/yw880vf7461","Wedding group photo","1"
"yx361jr9898","https://purl.stanford.edu/yx361jr9898","Woman standing, leaning on a column with her elbow","2"
"yy200ts3454","https://purl.stanford.edu/yy200ts3454","Actress-legs apart and staff raised","2"
"yy414bq4517","https://purl.stanford.edu/yy414bq4517","Woman with lute","2"
"yy615fd5305","https://purl.stanford.edu/yy615fd5305","Kwai Ming Yeung as a warrior gallant with tasselled headdress","2"
"yz042wp8719","https://purl.stanford.edu/yz042wp8719","Standing actor with long beard","2"
"zf425tr2335","https://purl.stanford.edu/zf425tr2335","Actor standing, wearing headress, leaning towards the right","2"
"zg328yk8005","https://purl.stanford.edu/zg328yk8005","Actress, hand on hips","2"
"zm987wb5977","https://purl.stanford.edu/zm987wb5977","Standing actor with knife and scroll","2"
"zn825ck2897","https://purl.stanford.edu/zn825ck2897","Costumed actor, hand on sword","2"
"zp867wz6643","https://purl.stanford.edu/zp867wz6643","Group shot- women and children","1"
"zr779yy4940","https://purl.stanford.edu/zr779yy4940","Theatre scene - three actors in costume/masks","2"
"zv588wz4345","https://purl.stanford.edu/zv588wz4345","Group shot- wedding","1"
"zx088gd3060","https://purl.stanford.edu/zx088gd3060","ID card- Hoo Say Fat, alias Hoo Sun Pun","2"
"zx239fm7612","https://purl.stanford.edu/zx239fm7612","Woman standing, leaning on a column with her elbow","2"
"zy560nf9289","https://purl.stanford.edu/zy560nf9289","Actor as a lao dan standing with umbrella and pot","2"
